,User_ID,Gender,Age,MBTI,Q_number,Answer
12103,327,0,40,INTP,44,아니다. 저는 계획에 차질이 생기면 그 계획은 포기하고 차선책을 선택합니다. 얼마 전 도쿄 여행에서도 계획에 차질이 생겨서 일행과 조율하여 변경한 경험이 있습니다.
2832,60,1,40,ISFJ,1,아니다. 낯을 많이 가리고 적극적인 성향이 아니라서 새롭게 친구를 만드는 것이 힘듭니다.
10748,224,1,20,ENTP,45,아니다. 실수를 후회할 수는 있지만 이미 지나간 일이기 때문에 빨리 잊고 반성하는 것이 좋다고 생각해요. 그리고 다시 돌아가도 그 선택을 할 것 같기 때문에 그때 미성숙했던 나 자신을 너무 몰아붙이고 싶지 않아요.
18625,479,1,40,INFP,26,중립/모르겠다. 저는 중립입니다. 제가 잘하는 분야에서는 물론 시선을 끌어서 관심을 바라지만 아무 때나 주위를 끌지는 않기 때문입니다. 밴드 활동과 버스킹을 하는데 주의를 끌지 않는다면 그건 혼자 하는 것과 다름없고 재미없기 때문입니다.
15196,420,1,40,ISFP,17,아니다. 책이나 영화는 닫힌 결말을 좋아한다. 킬링타임으로 보는 경우가 많은데 내 방식대로 해석하면 생각을 많이 해야 해서 내가 따로 해석은 안 하고 유튜브로 결말 해석을 찾아본다.
3551,74,1,30,ISTP,48,아니다. 상대방이 잘못한 일은 사실이니까요. 상대방의 체면 보다 잘못을 한 게 더 중요하다고 생각해요.
3722,78,1,40,INFP,27,그렇다. 신나게 모임을 하고 대화를 하고 있었는데 남편이 갑자기 나에게 짜증을 내서 갑자기 찬물 끼얹은 것처럼 기분이 바뀌었다. 함부로 대하거나 부정적인 피드백을 당하니 당황스럽고 싸우고 싶다.
15867,432,1,20,ENTJ,28,그렇다. 상당히 짜증 나는 편이나 제시간과 노력을 뺏지 않으면 무시하거나 내버려 둡니다. 왜냐하면 그 사란도 실수를 통해 배울 것이고 제가 아는 방법보다 더 좋은 방법이 나올 수 있어서 일단은 지켜보되 성장 가능성이 없으면 같이 엮이거나 일하지 않으려 노력합니다.
17362,458,1,20,ESTJ,23,"아니다. 저는 감정보다 이성을 중시했다고 해서 더 나은 세상이 되었을 거라고 생각하진 않습니다. 이유는 이성이든 감정이든, 어느 한쪽이 더 중시되었다면 분명 문제가 발생했을 거라고 생각합니다. 두 가지가 시기든 양이던 어느 정도의 균형이 유지되었을 때 더 나은 세상이 될 거라고 생각을 합니다. 하지만 결정적으로 무엇이 더 나은 세상인지부터 고민해 봐야 한다고 생각합니다."
12546,341,0,40,ENFP,7,중립/모르겠다. 짧은 시간 안에 완료할 수 있다면 그렇게 하는 편입니다. 하지만 설문조사 같은 간단한 작업보다 오래 걸릴 경우에는 동시에 여러 개를 조금씩 진행합니다.
14503,402,1,40,ISFJ,44,그렇다. 아내와 여행지에서 계획되었던 일정이 늦어지거나 맞지 않았을 때 불안감이 들었습니다. 계획 없이 갔다면 신경이 안 쓰였을 것도 계획을 하게 되면 강박증에 시달리는 것 같아요.
4538,95,1,40,INTJ,27,아니다. 평소에 감정이 크게 변하고 그렇지는 않는 거 같아요. 좋은 일이 있으면 내색을 많이 안 하려고 하고 똑같이 행동하려고 애쓰는 거 같아요.
14373,398,1,30,ISFJ,34,그렇다. 네 마지막까지 미루는 편입니다. 근데 위에서도 비슷한 질문을 받은 것 같은데 아닌가요?
16026,435,1,20,ESFJ,7,"아니다. 아니오 만약에 바운딩 작업 하나 작업 끝나면 할 거 없습니다. 엄청 심심합니다, 저는 바운딩,폴리곤 이런 작업 연속적으로 나오면 좋겠습니다."
10018,209,0,40,INFP,35,중립. 가급적이면 이미 내린 결정에 대해서는 생각하지 않는 편이지만 중대한 사항에 대해서는 신중하게 결정을 내렸다고 하더라도 혹여나 문제가 되지 않을까 싶은 부분에 대한 재고는 속으로 하고 있는 경우가 많습니다. 결정으로 이미 진행되버린 상황이라면 어쩔 수 없겠지만 약간의 검토로 실수의 부분을 발견하고 수정할 수 있다면 그걸 검토해 보는 것만으로도 도움이 된다고 생각하기 때문입니다.
12282,333,1,30,INFJ,43,그렇다. 저는 여유가 있으면 친구에게 먼저 만나자고 연락하는 편입니다. 약속을 잡는 것도 이벤트를 하는 것도 좋아합니다.
16198,437,1,20,ESFP,59,아니다. 마감 기한을 지키는 것이 힘들지 않습니다. 저는 지금까지 많은 숙제와 과제를 하면서 마감 기한을 지켜서 항상 시간 안에 과제를 제출하였습니다.
8466,177,1,30,ESTJ,19,아니다. 관심이 있는 분야는 정해져 있고 하고 싶을 때는 날짜를 정하거나 시간을 내서 하면 되기 때문에 어떤 일을 해야 할지에 대해 고민한 적이 없습니다. 혼자 할 수 있는 관심 분야는 하루 일과를 마친 후 시간을 내서 하는 편이고 여러 명이 같이 해야 하는 관심 분야는 날짜를 미리 정해서 하는 편입니다.
1991,42,1,40,ISFJ,24,그렇다. 저는 무조건 먼저 끝내야 합니다. 집에서 쉴 때 집안일을 끝내지 않고 쉬면 쉬어도 쉬는 게 아닌 느낌이기 때문입니다. 머리로 저거 해야 하는데 하고 생각하고 스트레스를 받습니다.
17815,465,0,30,INTP,56,아니다. 이 문답을 하면서도 1번부터 순서대로 하는 것이 아니라 더 쉽게 답변할 수 있는 것부터 하고 있는 저를 발견하게 되네요.
8504,178,0,30,ENFP,9,"그렇다. 계획 세우는 것도 즐기는 편으로 다이어리는 뒤죽박죽이 되거나 작성 자체를 꾸준히 못하는 경우가 많아 사용하지 않지만, 애플리케이션 등을 활용하여 해야 할 일 정리를 하고 계획을 작성합니다."
16745,447,1,30,ENTJ,6,중립/모르겠다. 자신을 소개하는 것은 쉬운 일이지만 그날의 기분이나 파티 분위기에 따라서 좌우되는 편입니다.
5141,108,1,30,INTJ,6,중립. 내가 얻어 갈 것이 많다고 느끼면 나선다. 하지만 그렇지 않다고 생각된다면 조용히 내 사람들 사이에 있는다. 이유는 딱히 없다. 그렇게 하고 싶다는 생각만이 남아있는 듯하다
10747,224,1,20,ENTP,44,아니다. 계획에 차질이 생기면 상황에 맞게 새로운 계획을 세우려고 노력해요. 최근에 다녀왔던 여행에서 그날 계획했던 것이 비가 와서 할 수 없게 되자 빨리 다른 계획을 세웠던 기억이 있어요.
11795,301,0,40,ESFJ,36,그렇다. 저는 보통 다른 사람들과 함께 수다를 떨며 에너지를 얻는 편입니다. 요즘에도 그러한 만남을 통해 스트레스를 풀고 있습니다.
11818,301,0,40,ESFJ,59,아니다. 일할 때는 항상 일정을 미리 세워 두고 하는 편이라 마감 기한은 꼭 엄수하는 편입니다.
3811,80,0,30,INTP,20,중립. 걱정해도 걱정이 없어지는 것은 아니니 안 하려고 하지만 안 하려 할수록 걱정이 될 수도 있다.
14203,394,1,20,ISTP,44,중립/모르겠다. 엄청 중요한 업무 외에는 계획을 철저하게 세우는 편이 아니라 계획에 차질이 생긴다 해도 어느 정도 여유를 가지고 움직이려고 한다.
17522,461,0,40,INFP,3,"중립/모르겠다. 저는 중립이라고 생각합니다. 왜냐하면 나에게 소중한 사람이 울고 싶으면 같이 슬퍼지긴 하지만, 나와 별개의 사람이 울고 있으면 그냥 무슨 일이지 생각이 들기 때문입니다."
3450,72,1,20,ESFP,43,그렇다. 내가 좋아하는 사람이 연락이 없으면 서운해요. 보통 제가 먼저 연락해서 만나는 편인 것 같아요.
4591,96,0,30,ESFJ,32,아니다. 특정 일을 해야 하는 원론적인 논쟁이 있었던 적이 있었는데 사람들이 살아온 경험 등에 따라 생각하는 게 다른 것이 신기하기도 하고 재밌기도 했었습니다.
7354,154,0,40,ENFJ,11,그렇다. 저는 마음에 드는 사람에게는 확실하게 마음을 표현합니다. 상대에 따라 달랐지만 대부분의 사람들은 좋아했습니다.
205,5,1,40,ISTJ,14,아니다. 웬만하면 하루 일정을 계획해서 따라가려고 합니다. 예로 백화점을 가야 할 일이 생겼을 때 갑자기 가는 것보다 나갈 준비를 제대로 하고 그 다음날이나 다른 날을 잡아가는 것을 선호합니다.
13728,382,1,30,INFJ,49,그렇다. 저는 즉흥적인 편입니다. 이유는 사람이 무엇을 함에 있어 오롯이 집중력을 쏟기엔 한계가 있으므로 할 수 있을 만큼 집중하고 그 외 시간에는 다른 일을 하는 것이 효율적이라 생각하기 때문입니다.
9331,195,1,20,ENFJ,20,그렇다. 어떤 일이든 최악의 상황을 앞서서 생각하는 편이에요. 뭐든 완벽하게 해내려는 강박 때문에 잘못되는 경우까지 걱정하게 되는 것 같아요.
6681,140,1,40,ISFP,10,"그렇다. 저는 최근 일을 하면서 많이 느끼는 편입니다. 이유는 새로운 컴퓨터의 기술이나 문서작성 방식이 젊은 사람들보다 뒤처지고, 실수를 자주 할 때마다 나의 실력이나 능력을 의심하고 의기소침해집니다. 예를 들면 냉장고에서 음식을 상하기 전에 넣어야 하는 것을 지시받았지만 다른 일에 집중하고 있으면 냉장고에 넣어야 한다는 것을 잊어버리고 음식을 상하게 할 때가 있었습니다. 상사의 지적을 받으면 매우 의기소침해지고 나의 실수에 자책하는 편입니다"
13161,363,0,40,INTJ,22,아니다. 예술적 성향이 있다고 생각합니다. 주위 사람들보다 예술적 감각이 더 있는 걸 느꼈습니다.
2749,58,0,40,ESTJ,14,아니다. 미리 계획을 세우고 그에 따라 행동하는 편이에요. 그래서 즉흥적으로 하고 싶은 하기보다는 계획에 따라 미리 준비하고 행동에 옮기는 편이에요.
11809,301,0,40,ESFJ,50,그렇다. 저는 대체로 저 자신이 하는 일에 대해 자신이 있기 때문에 상대방이 저를 높게 평가한다면 감사히 여기고 그 기대에 부응하기 위해 더 열심히 하는 거 같습니다.
8500,178,0,30,ENFP,5,"중립. 불안해하거나 조급하게 생각하는 경우가 분명 있기도 하지만, 또 한편으로는 낙천적인 성향이다 보니 그냥 느긋하게 지나갈 것으로 생각하고 신경을 끄기도 합니다."
1849,39,0,40,ENTJ,26,중립. 일을 잘 해서 다른 사람에게 인정을 받고 싶지만 굳이 남의 주의를 끌어서 다른 사람들 눈에 띄고 싶지 않습니다. 남보다 잘하거나 눈에 띄면 시기와 질투를 하는 사람들이 많습니다.
15619,427,1,30,ESFJ,20,그렇다. 주 단위나 월 단위 계획을 완수하지 못할 것을 걱정하여 일 단위 계획을 자주 점검하고 수정하는 편입니다. 계획을 지키는 것을 좋아하기 때문입니다.
6029,126,1,40,ESFP,30,그렇다. 저는 사후 세계가 흥미롭습니다. 개인적으로는 존재한다고 생각하지만 많은 다양한 사후 세계에 관한 이야기들이 많지만 아무도 증명하진 못하는 점이 흥미로워요.
10184,213,0,40,INTP,9,중립. 큰 틀에서 계획을 세우는 편입니다. 구체적으로 깊게 계획을 세우지 않고 진행을 해왔지만 요즘은 다이어리에 중요한 내용을 메모하고 전자적 도구는 사용하지 않습니다.
3240,68,1,40,ISTP,25,아니다. 저는 논쟁 자체를 좋아하지 않아요. 다른 사람의 논쟁을 바라보는 일은 저에게 큰 흥미가 없어요.
10994,230,1,40,ESFJ,3,중립. 나는 매번 울고 싶지는 않습니다. 나는 그 사람이 울고 있는 이유가 나와 비슷한 상황에서 울고 있다면 나도 울고 싶다는 생각을 들 때도 있는데 매번 그러지는 않습니다.
12712,345,0,30,ENFJ,53,아니다. 저는 조용한 장소를 좋아합니다. 사람들이 많은 곳으로 가면 에너지를 빼앗기는 기분이 들기 때문입니다.
13828,384,0,30,INTJ,29,아니다. 저는 아니라고 생각합니다. 이유는 한 번도 마지막까지 일을 미룬 적이 없기 때문입니다.
16742,447,1,30,ENTJ,3,아니다. 다른 사람이 울고 있는 것은 안타까운 일이지만 사연의 슬픔에 공감은 해도 우는 행위 자체에는 별 감정이 들지 않습니다.
3109,65,0,30,ENFP,38,중립. 감정을 이해하는 일 자체가 쉬운 일이 아니어서 충분히 이야기를 들을 수 있는 시간이 필요한데 그 시간이 관건이다.
13136,361,1,30,ISTP,57,중립/모르겠다. 중간 정도의 관심만 있습니다. 뉴스 방송이나 인터넷 기사로 나온 정도로만 읽고 있습니다.
12255,333,1,30,INFJ,16,중립/모르겠다. 저는 워크숍 등의 일적인 단체 활동은 좋아하지 않습니다. 하지만 친한 사람들과 함께 하는 사교적 단체 활동이라면 적극적으로 참여하고 나아가서 주최를 하기도 합니다.
10183,213,0,40,INTP,8,중립. 예전에는 그렇지 않았는데 요즘 들어 감상적인 편인 거 같습니다. 특히 동물들이나 아이들이 힘든 상황이 되면 마음이 좋지 않고 어떻게 해서든 도와주고 싶은 마음이 듭니다.
5935,124,1,20,ENTP,32,아니다. 계속 회자되는 이론은 분명 다방면으로 적용 가능하기 때문이다. 기능론에 대해 계속해서 토론이 이루어지지만 시대와 상황에 따라 기능론은 다른 평가를 받는다.
16975,450,1,20,INTP,56,중립/모르겠다. 계획은 세우지만 항상 절차대로만 진행될 수는 없기 때문에 유동적으로 일을 한다.
5811,122,1,40,ISFP,4,중립. 무엇이 잘 못 될지 몰라 생각은 조금씩 하는데 구체적으로 계획을 세우지는 않아요.
8578,179,1,40,INTP,35,그렇다. 우선 한번 결정 내리는데 많은 시간을 보냈기 때문에 더 생각하지 않고 내가 결정한 방향으로 일을 진행하는 편입니다.
5635,118,0,20,INTP,20,아니다. 걱정이 드는 것은 어쩔 수 없지만 걱정은 최대한 줄이려고 합니다. 걱정으로 시간을 보내기보다 최선을 다해 일을 치르고 수습할 방법을 빠르게 찾습니다.
4307,90,1,40,INFJ,36,"아니다. 저는 혼자 있는 시간을 좋아해요. 혼자서 글을 쓰고, 책을 읽고, 요가를 하면서 제 내면을 들여다봐요. 지난주에 아버지의 칠순잔치 때문에 가족이 모였는데, 왁자지껄한 모임이 끝나고 나면 다음 날은 매우 피곤해요."
11584,258,0,40,ENTJ,5,아니다. 저는 평정심을 유지하지 못합니다. 이유는 압박감이 없어도 스스로에게 엄격한 편이라 압박감이 주는 스트레스를 잘 견디지 못하기 때문입니다.
3156,66,1,40,ESFJ,37,중립. 마음은 있지만 일부러 미술관 전시를 찾아가는 일은 많지 않다. 다만 어느 장소에 갔을 때 전시가 있다면 꼭 둘러보는 편이다.
14251,395,1,30,ISFP,32,중립/모르겠다. 아예 이해 자체를 못하는 수준의 이론 토론이라면 어쩔 수 없이 그렇게 느껴졌던 것 같습니다.
13932,387,1,30,ISTJ,13,그렇다. 저는 감정보단 이성에 따라야 한다고 생각합니다. 감정은 개인의 감정일 뿐 어떤 일에 있어서 이성적인 것이 나중에 큰 피해가 없다고 생각하고 주변에도 저의 생각에 동의하는 편이라고 생각합니다.
6535,137,0,40,INTJ,8,중립. 저는 감상적인 면이 있지만 그렇다고 감상에 푹 빠져있지는 않아요. 냇물이나 나뭇잎 등의 사물을 가만히 보고 있기도 하지만 상황에 따라서는 냉정하다는 얘기를 들을 정도로 감상과는 거리가 있습니다.
10923,228,0,30,ISTJ,28,그렇다. 약간 답답한 느낌이 있습니다. 그래서 제가 알고 있는 지식을 이용하여 어떤 식으로 하면 더 효율적으로 할 수 있는지 나서서 알려 드립니다.
17939,467,1,30,ENTP,60,그렇다. 저는 일이 원하는 대로 진행될 것이라는 자신감이 있습니다. 모든 일은 본인이 생각하기 나름이고 자신감을 가지고 부딪히다 보면 안 될 일도 되는 경험을 해봤기 때문입니다.
15423,424,0,20,ISTJ,4,아니다. 저는 즉흥적인 사람이라 대비책을 마련해 두지는 않습니다. 현재도 남편 모르게 질렀다가 주워 담기 바쁩니다.
1380,29,1,30,ENTP,37,"그렇다. 미술관에 가거나 예술작품인 드라마나 영화를 감상하는 것을 좋아합니다. 그 작가의 의도를 파악하기도 하고, 작품의 인물이 되어 그 사람의 입장을 이해하는 것이 재미있습니다."
17448,459,1,40,ESTJ,49,아니다. 업무의 오차 범위를 줄이기 위해서는 계획이 필요하고 그에 맞게 진행하는 게 좋다고 생각합니다.
14907,412,0,30,ISTJ,28,"아니다. 저는 자신만큼 효율적이지 못한 사람을 보면 짜증이 나지 않습니다. 회사에서 일을 할 때 비효율적으로 하는 직원을 볼 경우, 제가 가르쳐 주는 편입니다."
8894,186,1,30,ISFP,15,중립. 자주는 아니지만 가끔 걱정하는 편입니다. 저의 외모가 다른 사람한테 어떻게 보일지는 신경 쓰지 않는데 저의 능력이 낮다고 평가될까 봐 좀 신경이 쓰입니다.
3832,80,0,30,INTP,41,중립. 어떤 때에는 전화가 위로가 될 때가 있지만 어떤 때에는 불편하거나 지루할 때가 있다.
824,18,1,30,ENTJ,9,"그렇다. 저는 일을 진행할 때 반드시 계획을 세우고 시작합니다. 사람 일이란 게 계획대로 되지 않는 게 태반이지만, 그래도 먼저 목록으로 계획을 세워두고 준비를 하면 누락이나 실수를 최대한 줄일 수 있기 때문입니다. 여행을 계획할 때도 반드시 날짜와 시간별로 나뉜 일정 목록표를 먼저 만들고 동행에게 동의를 받은 후 그대로 여행을 진행합니다. 즐겨 사용하는 도구는 엑셀입니다."
4776,100,0,20,ESFP,25,아니다. 저는 논쟁을 바라보는 게 즐겁지 않습니다. 이유는 관심 자체가 없기 때문입니다.
8000,167,0,30,ISTP,33,아니다. 살아온 인생이 매우 다른 사람에게는 생각하는 방식의 차이가 너무 크기 때문에 쉽게 공감하기 어렵습니다. 예를 들어 큰 병을 극복했다는 과정을 말해줄 때 주변이나 지인들이 그런 적이 없어서 공감이 어렵기 때문이라고 생각합니다.
4276,90,1,40,INFJ,5,아니다. 압박감이 심할 경우 감정의 동요가 큰 편이에요. 최근에는 협력사 대표가 돈을 주지 않아서 독촉하는 과정에서 심하게 싸웠어요. 가슴이 벌렁거리고 손이 떨리더라고요. 그런 일이 있고 나면 하루 이틀은 계속 그 일에 대해 생각해요.
8448,177,1,30,ESTJ,1,아니다. 저는 주기적으로 새로운 친구를 만들기보다는 자연스럽게 만나는 경험이 쌓여서 친구가 되는 편을 선호합니다. 그 이유는 가벼운 관계의 여러 명의 친구보다는 마음을 터놓을 수 있는 소수의 친구가 더 소중하다고 생각하기 때문입니다.
16393,441,0,30,ENTP,14,아니다. 즉흥적으로 하기보다 계획해서 하는 편입니다. 할 일들과 시간 별로 좀 나눠서 목표를 달성하는 편입니다.
580,13,1,40,ESTJ,5,중립. 최대한 평정심을 유지하려고 노력합니다. 성당에서 여름캠프를 진행하게 되었는데 계획대로 진행되지 못하고 당일 갑작스레 수정 진행하는 경우가 있었습니다.
16499,442,1,40,INTJ,60,중립/모르겠다. 저는 자신감은 없습니다. 혼자서 하는 일이 아니고 모든 부서에서 문제없이 진행되어야만 가능한 일이기 때문에 감으로 자신할 수 없는 부분입니다.
278,6,1,30,INTP,39,"중립. 매일 할 일을 계획하는 것은 즐겁지만 잘 지키지는 않습니다. 그래서 자주 수정하고, 그러다가 아예 계획을 무시해 버리기도 합니다."
6772,142,0,40,ISFP,5,중립. 장사를 하고 있으니 웬만한 일에는 참고 웃으며 넘어가려고 노력을 하는 편임. 얼마 전에는 손님과 시비로 싸운 경우도 있는데 평정심 유지하는 게 쉬운 일은 아닌 거 같음.
7417,155,1,20,ESTJ,26,중립. 다른 사람의 주의를 끌거나 끌지 않기 위해 특별히 노력하는 것은 없습니다. 그저 제 자신에 집중하여 발전적인 사람이 되었을 때 타인의 이목은 자연스럽게 따라오는 것이라고 생각합니다.
3252,68,1,40,ISTP,37,아니다. 저는 미술관에 가면 잠부터 쏟아지는 편이에요. 다른 예술작품 감상도 마찬가지고요. 이유는 제가 그 분야에 대해서 잘 모르기 때문이에요.
15386,423,1,40,ISFJ,27,그렇다. 요즘 데이터 라벨링 프로젝트 자격시험에 떨어진 문자를 받고선 낙담하다가 또 다른 프로젝트에 운 좋게 지원하고 나름 답변도 잘했을 때 또 기분이 좋아지는 그런 감정의 격류에 있는듯합니다.
10676,223,1,30,INTP,21,그렇다. 지도자 역할을 하면 어쩔 수 없이 사람들과 교류를 많이 해야 하는데 사람을 만나는 것 자체가 정신적으로 피로하기 때문입니다.
18526,477,1,40,ESFJ,47,아니다. 내 스스로도 그렇고 주변의 평가도 그렇고 감정에 거의 휘둘리지 않는 편임.
289,7,1,30,ISFP,2,중립. 다양한 관심사를 탐구하진 않아요. 그냥 호기심이 생기면 알아보는 편이고 요즘은 캠핑에 관심이 생겼어요.
15181,420,1,40,ISFP,2,아니다. 다양한 관심사를 탐구하기보단 한 가지를 깊숙이 탐구한다. 관심사에 싫증이 난 경우 그때 다른 관심사를 찾아 탐구한다.
3075,65,0,30,ENFP,4,그렇다. 여러 대비책이 있긴 하지만 그 상황에 맞게 대비하려 하는 성향입니다. 감당이 안 되는 일은 하지 않기 때문입니다.
16925,450,1,20,INTP,6,그렇다. 이미 알고 있는 사람이랑 대화하는 것이 더 편안하다. 새로운 사람에게 자신을 소개하는 건 좀 소모적이라는 생각이 든다.
16676,445,0,20,ESTJ,57,중립/모르겠다. 관심이 없는 건 아니지만 공감력이 강한 만큼 감정 소모가 심해서 논란이나 논쟁거리에 대해 잘 알아보지 않으려고 합니다.
16585,444,1,20,ENTJ,26,그렇다. 저는 다른 사람의 주의를 끌려고 하지는 않습니다. 이유는 굳이 스스로를 증명하기 위해서 주의를 끄는 행동보다는 자신이 할 수 있는 일을 해냄으로써 주위에서 자신을 인정해 주는 것이라고 생각하기 때문입니다.
14306,397,1,30,INTP,27,아니다. 감정이 둔합니다. 외부 자극에 큰 자극을 받는 편은 아닙니다. 슬픈 영화를 봐도 감정이 크게 변하지는 않습니다.
17443,459,1,40,ESTJ,44,그렇다. 최근에 이런 일이 없지만 저는 계획의 변수에 대한 준비를 항상 하는 편입니다.
14530,404,0,20,ENTP,11,아니다. 저는 먼저 대화를 시작하기가 어렵습니다. 아는 사람이 아닌 경우 얼굴을 보는 것조차 어려워하기 때문에 먼저 대화를 건네는 일은 쉽지 않은 일입니다.
15914,433,1,40,INFP,15,아니다. 다른 사람이 나를 보는 시선을 많이 신경 쓰는 편입니다. 내가 하는 말과 행동으로 이 사람이 나에 대한 생각이 부정적으로 바뀌는 게 아닐까라는 걱정에 말과 행동을 하고 나서 주위의 시선을 확인하기도 합니다.
12331,334,1,30,ENFP,32,"아니다. 모든 이론과 원론은 응용의 기초이기 때문에 매우 중요하다고 생각합니다. 예를 들어 심리상담사가 심리학적 이론을 모른다면 상담에서의 치료기법에 대한 이해도 부족할 것입니다.

"
11550,249,0,30,INTJ,31,아니다. 혼자 조용히 생각을 정리하고 할 일을 하는 것을 더 선호하는 편입니다.
9586,200,0,40,INFP,35,그렇다. 이미 내린 결정을 바꾼다는 것은 새로운 계획이 필요하다는 것이다. 계획하는 것을 싫어한다.
15048,414,0,30,ESFP,49,중립/모르겠다. 계획적으로 순서대로 업무를 진행하는 편이고 미루지 않고 바로바로 업무를 마무리하는 성격입니다
14214,394,1,20,ISTP,55,아니다. 무엇인가에 압도 당한다는 기분은 딱히 느껴본 적이 없다. 그런 기분이 어떤 기분인지도 잘 모르겠다.
15223,420,1,40,ISFP,44,아니다. 계획에 차질이 생기면 원래 계획으로 돌아가려고 노력을 하진 않는다. 대신 현재 그 상황에서 효율적으로 할 수 있는 방법을 찾아 새로운 계획을 다시 짜는 편이다.
16761,447,1,30,ENTJ,22,"중립/모르겠다. 창작하는 활동에서 나쁘지 않은 결과물을 만들어내는 편이지만, 흔히 말하는 고전 예술 분야에는 약합니다."
270,6,1,30,INTP,31,아니다. 저는 다른 사람과 있을 때보다 혼자 있을 때 더 힘을 얻습니다. 요즘엔 거의 항상 집에 혼자 있습니다.
14207,394,1,20,ISTP,48,"중립/모르겠다. 그 상대가 누구냐에 따라 다르고, 정말 싫은 사람이 아닌 이상 막 무안을 주려고 하지는 않는 편이다."
4570,96,0,30,ESFJ,11,그렇다. 궁금한 걸 잘 참지 못하는 성격이라 관심이 가는 사람이 있으면 먼저 말을 걸어 보는 편입니다.
11772,301,0,40,ESFJ,13,"중립/모르겠다. 상황에 따라 다른 거 같습니다만, 이성적으로 과거 경험들과 이론에 맞춰 판단하는 경우가 더 많은 거 같습니다. 주변에서도 제가 감정적이기보다 이성적이라고 하는 편입니다."
